pub_date,tag,header,full_text
14.09.2024, Происшествия,Жительницу Татарстана обвиняют в истязании детей сожителя,"В Татарстане женщину обвиняют в систематическом истязании малолетних детей своего сожителя, и скоро она предстанет перед судом. Как сообщил старший помощник руководителя СУ СКР по РТ Андрей Шептицкий, следствие установило, что с марта 2023 года она регулярно избивала детей 11 и 9 лет, а также кормила их продуктами, непригодными для употребления. Женщина угрожала детям расправой, если они расскажут о происходящем, в том числе их отцу. В июле 2024 года по ее настоянию дети были помещены в социальный приют, где сотрудники органов опеки обнаружили у них признаки насилия и высокий уровень тревожности. На данный момент женщина находится под стражей, и в скором времени дело будет передано в суд. Фото: freepik.com --- Татпресса.ру № --- | 14.09.2024"
14.09.2024, Происшествия,В Татарстане после столкновения Volkswagen с грузовиком погибли два человека,"В Актанышском районе на 1 161-м километре автодороги М7 «Волга» Volkswagen на нерегулируемом перекрестке столкнулся с грузовиком. Водитель и пассажир легкового автомобиля скончались на месте. Об этом сообщает Госавтоинспекция РТ. «Водитель автомобиля Volkswagen на нерегулируемом перекрестке, по предварительным данным, проигнорировал требование дорожного знака „Уступите дорогу“ и совершил столкновение с грузовым автомобилем», — отметили в ГАИ. Обстоятельства произошедшего выясняются. --- Татпресса.ру № --- | 14.09.2024"
14.09.2024, Общество,Минцифры предложило изменить правила оказания услуг телефонной связи,"Минцифры России предложило изменить правила оказания услуг телефонной связи. Соответствующий документ опубликован на портале проектов правовых актов. Изменения связаны с подписанным в августе президентом страны Владимиром Путиным законом о покупке sim-карт. В частности, для заключения договора на услуги мобильной связи могут ввести обязательное подтверждение личности. Граждане России смогут сделать это по биометрии, с помощью паспорта и портала госуслуг или через уполномоченную кабмином организацию, которую определят позднее. Иностранцы могут использовать только биометрию. Операторов связи могут обязать уведомлять абонентов о превышении лимита по количеству sim-карт ( для россиян — не более 20, для иностранцев — не более 10). Если клиенты не снизят их количество за переходный период, им приостановят услуги мобильной связи по всем номерам. Период для граждан России — до 1 ноября 2025 года, для иностранцев — до 1 июля 2025 года. Помимо этого, меняются правила оплаты услуг мобильной связи наличными — такой расчет может стать возможен в уполномоченных правительством организациях, и исключительно при подтверждении личности плательщика. Фото: pxhere.com --- Реальное время № --- | 14.09.2024"
13.09.2024, Происшествия,"В Татарстане возбудили уголовное дело на мужчин, бросивших банку в патрульную машину","В Татарстане возбудили уголовное дело на мужчин, бросивших банку в патрульную машину и оскорбивших полицейских. Об этом в соцсетях сообщила официальный представитель МВД России Ирина Волк. В соцсетях опубликовали ролик, на котором мужчины, поравнявшись на дороге с патрульной машиной, бросили в нее жестяную банку. После чего они еще показали правоохранителям оскорбительный жест. Мириться с хулиганами полицейские не стали: вышли из машины и направились к ним для выяснения причин такого поведения. «Мои коллеги из МВД по Республике Татарстан остановили машину и доставили мужчин в отдел полиции «Гвардейский» Управления МВД России по г. Казани. В ходе опроса мужчины пояснили, что были пьяны», — пишет Ирина Волк. Следственные органы возбудили уголовное дело по статье 319 УК РФ (Оскорбление представителя власти). --- Вести-Татарстан № --- | 13.09.2024"
13.09.2024, Культура,Руслан Кирамутдинов стал гостем выпуска «Килде-Китте ШОУ»,На YouTube канале «ШАЯН ТВ» вышел новый выпуск проекта «Килде-Китте ШОУ». Гость студии – популярный артист татарской эстрады Руслан Кирамутдинов. Певец выходит с обращением к своим фанатам и рассказывает об идеальной женщине и новой концертной программе. --- Шаян ТВ № --- | 13.09.2024
13.09.2024, Общество,Главой Пестречинского района назначен Раис Сулейманов,"На заседании Совета Пестречинского района 13 сентября единогласно выбрали нового главу района – Раиса Сулейманова. Об этом сообщили в пресс-службе Пестречинского района РТ. В апреле этого года он стал руководителем исполкома Пестречинского района после того, как Ильхам Кашапов ушел на пост главы представительства Татарстана в Белоруссии. Вся карьера Сулейманова связана с пищевой промышленностью и сельским хозяйством. У него обширный опыт работы с людьми и коллективами. Он активно занимался общественной деятельностью, был депутатом Государственного Совета в двух созывах с 2014 года и помогал решать задачи своих избирателей. Раис Сулейманов выразил благодарность Рустаму Минниханову и коллегам за доверие и поддержку. --- Вести-Татарстан № --- | 13.09.2024"
13.09.2024, Происшествия,В Башкирии из-за детской шалости сгорели два дома,"В Башкирии пожарные тушат крупное возгорание в селе Краснохолмский. По предварительной информации пресс-службы МЧС по РБ, пожар произошел из-за детской шалости с огнем. Из-за плотной застройки огонь быстро распространился с надворных построек на два жилых дома и шесть надворных построек. «Горение удалось локализовать на площади 200 кв. м, открытое горение ликвидировано, дальнейшее распространение огня остановлено. Тушение продолжается. Погибших и травмированных нет», — сообщили "" Башинформ "" в ведомстве. Дознаватель МЧС России установил, что женщина приехала к своим родителям с 7 детьми в возрасте от 6 до 8 лет. В какой-то момент дети потерялись из виду, после чего произошел пожар. Все успели вовремя эвакуироваться на безопасное расстояние. --- Татпресса.ру № --- | 13.09.2024"
13.09.2024, Происшествия,В Казани суд отправил главврача Центра гигиены и эпидемиологии по РТ под домашний арест,"Вахитовский суд Казани отправил под домашний арест главного врача Центра гигиены и эпидемиологии по Татарстану Елену Сизову. Ее подозревают в мошенничестве в особо крупном размере. «В прошлом году Сизова помогла своему знакомому победить на аукционе и получить госконтракт на поставку реагентов. Она причинила ущерб государству на 1,6 млн рублей. Считаю, что если избрать домашний арест или более мягкую меру пресечения, Сизова сможет скрыться или воспрепятствовать получению доказательств», – сказал следователь. Сизова и ее адвокат в один голос заявили, что скрываться она не собирается, несмотря на наличие загранпаспорта. «Я работала честно. Помимо этого, ваша честь, я единственная дочь в семье. Мои родители – инвалиды, они просто умрут голодной смертью одни. Прошу избрать меру пресечения, не связанную с заключением под стражу», – сказала Елена Сизова. В итоге суд оставил Елену Сизову под домашним арестом. Расследование дела продолжается. О задержании главврача Центра гигиены и эпидемиологии РТ «Татар-информ» сообщил накануне. Расследованием занимались оперативники УФСБ России по РТ, Управления экономической безопасности МВД по РТ, Следкома РТ. Елена Сизова окончила Казанский государственный медицинский университет по специальности «Медико-профилактическое дело» в 1999 году. Свою врачебную деятельность начала санитарным врачом отделения гигиены питания Центра госсанэпиднадзора Вахитовского района Казани. В ноябре 2019 года Сизову назначили главным врачом Центра гигиены и эпидемиологии Республики Татарстан. Дмитрий ШАТРОВ Татар-информ № --- | 13.09.2024"
13.09.2024, Общество,В Татарстане бухгалтер БСМП спасла жизнь мужчине с остановкой сердца,"Заместитель главного бухгалтера БСМП Зульфия Ашерапова спасла жизнь человеку, благодаря знаниям, полученным на работе. Она не медицинский работник, но знает азы оказания первой помощи, так как в БСМП все сотрудники клиники проходят курсы базовой сердечно-легочной реанимации. Этому обучает главный реаниматолог БСМП, заведующий кардиореанимацией Евгений Думаньян. Зульфия Шамилевна работает в БСМП уже 14 лет и впервые ей пришлось применить знания по оказанию первой помощи на практике. У нее в гостях был знакомый, который потерял сознание. Его обнаружили без признаков жизни, пульс не прощупывался. Сначала они вызвали скорую помощь. «Так как живем за городом, терять драгоценное время не стали. Я старалась не паниковать и начала делать непрямой массаж сердца. Вспомнила все, что говорил и показывал нам Евгений Сергеевич». Мужчина через некоторое время задышал, о чем она вспоминает со слезами на глазах. Фото: t.me/bsmp_nabchelny Юлия ЗАЙНУЛЛИНА Челнинские известия № --- | 13.09.2024"
13.09.2024, Культура,В Татарстане изменены условия присуждения премии имени Мусы Джалиля,"В Татарстане изменены условия присуждения премии имени Мусы Джалиля. Соответствующее постановление Кабинета Министров РТ подписал Премьер-министр республики Алексей Песошин. Согласно внесенным изменениям, премия больше не будет вручаться за достижения в цирковом искусстве, науке, образовании, воспитании и молодежном предпринимательстве. Размер денежного вознаграждения остался прежним — 200 тысяч рублей. Как и ранее, премия будет присуждаться четырем лауреатам раз в два года. Изменился также состав комитета по присуждению премии. Из него исключены заместитель министра образования и науки РТ Алсу Асадуллина, заместитель председателя Союза композиторов РТ Резеда Ахиярова, первый проректор Казанского инновационного университета Игорь Бикеев и другие члены. Новыми членами комитета стали главный редактор журнала «Казан утлары» Рустем Галиуллин, режиссер театра имени Галиасгара Камала Айдар Заббаров, художественный руководитель Театра кукол «Экият» Ильгиз Зайниев и другие специалисты в области искусства и культуры. Фото: Татар-информ --- Вести-Татарстан № --- | 13.09.2024"
13.09.2024, Общество,В Татарстане в три раза выросла численность медведей,"В Татарстане резко увеличилась популяция медведей. В прошлом году в госкомитете РТ сообщали о 25 особях. В этом году их насчитали уже не меньше 70. С увеличением популяции расширился и ареал обитания. Эксперты отмечают, что медведи перестали довольствоваться таёжными лесами и смещаются дальше на юг. Причём нередко хищники стали подходить к населённым пунктам. От Агрызского, Зеленодольского, Мамадышского, Рыбно-Слободского и Сабинского районов медведи распространились на просторах Лаишевского, Пестречинского, Буинского и Тетюшского муниципалитетов. Косолапых замечали даже в районе Казани, пишет « Бизнес Онлайн ». Такой резкий рост численности медведей называют общероссийской тенденцией – животных стали чаще видеть в соседней Башкирии и Оренбуржье. Это связано с тем, что до 2021 года максимальный норматив изъятия составлял 15% от численности, а добыча — 30%. При таком освоении численность медведя не способствовала поддержанию на стабильном уровне. Жителей Татарстана призывают быть внимательными при посещении лесов. Фото: pxhere.com --- Татпресса.ру № --- | 13.09.2024"
12.09.2024, Происшествия,В Казани строитель сорвался с 13-го этажа и погиб,"Следователи возбудили уголовное дело после трагедии в одном из строящихся ЖК в Казани. Об этом сообщает старший помощник руководителя СУ СКР по РТ Андрей Шептицкий. Инцидент произошел 10 сентября на улице Полушкина. Рабочий упал с 13-го этажа строящегося жилого комплекса и погиб. Предварительно установлено, что падение мужчины произошло из-за обрыва имевшегося на нем страховочного пояса при проведении работ по демонтажу строительных лесов. По уголовному делу допрашиваются должностные лица и иные работники предприятия, ставшие очевидцами произошедшего, изымается интересующая следствие документация. --- Татар-информ № --- | 12.09.2024"
12.09.2024, Культура,Обучающие ролики «Әминә» от мэрии Казани признаны лучшей национальной короткометражкой на фестивале «Алтын минбар»,"Обучающие ролики на татарском языке «Әминә» победили в номинации «Лучший короткометражный национальный фильм» на XX Казанском международном кинофестивале «Алтын минбар». Ролики выпускают «Татармультфильм» совместно с мэрией столицы РТ и по ее заказу. «Әминә» – это яркие, веселые и запоминающиеся песни для самых маленьких на татарском языке. Их пишут профессиональные поэты и композиторы Резеда Гобаева и Миляуша Хайруллина. Главную героиню роликов – девочку по имени Әминә – озвучивает воспитанница детской татарской театральной студии «Апуш» Малика Бариева. Проект стартовал в начале года. Первые пять роликов размещены на официальных каналах мэрии. Так, в социальной сети «Вконтакте» выпуски посмотрели свыше 17,3 тысячи раз. Видео в своей работе используют учителя и воспитатели для поддержания интереса к татарскому языку. Всего же планируется выпустить 32 анимационных ролика, 27 из них будут изготовлены при поддержке Комиссии при раисе Татарстана по вопросам сохранения, развития татарского языка и родных языков представителей народов, проживающих в республике. Новые серии проекта презентуют совсем скоро. Фото: скриншот фильма --- Комиссия по вопросам сохранения, развития татарского языка и родных языков народов, проживающих в РТ № --- | 12.09.2024"
12.09.2024, Общество,"Татарстанцев призвали не купаться, несмотря на аномальную погоду","Татарстанцев призвали воздержаться от купания. Из-за изменения траектории Солнца и сокращения светового дня вода не прогревается, как летом. Врио заместителя руководителя ГУ МЧС России по РТ Регина Гаязова сообщила, что температура воды сейчас около 17-18 градусов и не соответствует нормам безопасности. При такой температуре вода считается прохладной, нахождение в ней более пяти минут влечет риски для здоровья. Пляжи РТ с 1 сентября закрыты, работа матросов-спасателей завершена. Фото: freepik.com --- Татпресса.ру № --- | 12.09.2024"
12.09.2024, Происшествия,Главу Центра гигиены и эпидемиологии Татарстана задержали по делу о крупном мошенничестве,"Как стало известно «Татар-информу», накануне в Татарстане задержали главного врача Центра гигиены и эпидемиологии по республике Елену Сизову. Ее подозревают в мошенничестве в особо крупном размере. По данным агентства, вопросы к Сизовой возникли, в том числе, по выполнению госконтракта на поставку реагентов. Завтра суд в Казани изберет Елене Сизовой меру пресечения. Елена Сизова окончила Казанский государственный медицинский университет по специальности «Медико-профилактическое дело» в 1999 году. Свою врачебную деятельность начала санитарным врачом отделения гигиены питания Центра госсанэпиднадзора Вахитовского района Казани. В ноябре 2019 года Сизову назначили главным врачом Центра гигиены и эпидемиологии в Республике Татарстан. Фото: fbuz16.ru --- Татар-информ № --- | 12.09.2024"
12.09.2024, Пресса,Скончался журналист Николай Сванидзе,"Тележурналист Николай Сванидзе умер в возрасте 69 лет. Об этом 12 сентября сообщила член Совета при президенте РФ по развитию гражданского общества и правам человека Ева Меркачева, передают РИА Новости. Николай Карлович Сванидзе родился 2 апреля 1955 года. В 1977 году он окончил исторический факультет Московского государственного университета (МГУ) имени М. В. Ломоносова. Работу на российском телевидении Сванидзе начал в 1991 году, делая закадровые комментарии для телепрограммы «Вести». Журналист был автором аналитической программы «Зеркало» на телеканале РТР (позже получившим название «Россия»). В 1996–2007 годах Сванидзе вел эту передачу. Кроме того, с февраля 1997 по май 1998 года он был председателем ВГТРК. Журналист создал несколько исторических телепрограмм и фильмов, был их ведущим. Например, в 2003–2013 годах он работал над циклом передач «Исторические хроники с Николаем Сванидзе» на телеканале «Россия», а в 2010–2011 годах — над программой «Суд времени» на «Пятом канале». Помимо этого, в 2016 году у него была авторская передача «Реплика Николая Сванидзе» на телеканале «Россия-24», а в 2018–2022 годах журналист вел программу «100 лет назад. Исторический календарь». Сванидзе занимался и преподавательской работой. В частности, с 2007 года он возглавлял кафедру журналистики Российского государственного гуманитарного университета (РГГУ), а в 2010 году стал директором Института массмедиа и рекламы РГГУ. Источник Фото: РИА Новости --- Татпресса.ру № --- | 12.09.2024"
12.09.2024, Происшествия,"В Казани 15-летнего подростка, которого искали сутки, нашли утонувшим","15-летнего подростка, который пропал накануне, нашли погибшим. Как стало известно «Татар-информу», мальчик утонул. Вечером 11 сентября тело ребенка в одежде обнаружили в Казанке. Что стало причиной трагедии, предстоит выяснить сотрудникам правоохранительных органов. Фото: pxhere.com --- Татар-информ № --- | 12.09.2024"
12.09.2024, Культура,В Казани подвели итоги Международного кинофестиваля «Алтын минбар» (ФОТО),"В театре имени Галиасгара Камала подведены итоги шестидневного фестиваля кино, названы победители в основных номинациях и обладатели спецпризов. Награды получили следующие фильмы: - «Руки маэстро» Барыкина стал лучшим национальным документальным фильмом. - «Амина» от «Татармультфильма». Удостоен звания лучшего национального анимационного фильма. - Сабитов с фильмом «Я приду» получил награду за лучший национальный фильм для детей. - Лучшим национальным фильмом была признана картина «Монисто». - Приз зрительских симпатий достался фильму «Суфизм» из Туниса, режиссером которого является Юнес Бен Хаджриа. - Специальное упоминание жюри получила лента «Сын Иосифа» из Индии. Режиссер Хаобам Пабан Кумар. - Приз жюри «Нетпак» был вручен фильму «Стеклянный занавес» из Турции. Режиссер Фикрет Рейхан. - Лучший короткометражный игровой фильм — «Честь». Режиссер Рафаэль Мукаев. - Лучший документальный фильм — «20 лет спустя», Сенегал. Режиссер Мусса Туре. - Лучший анимационный фильм — «Бумажные цветы», Иран. Режиссер Рамек Амин Каземи. - Оператор полнометражного игрового фильма — «Бауырына салу», Казахстан. Жанарбек Елеубек. - Сценарий полнометражного игрового фильма — «Гора влюбленных», Татарстан. Салават Юзеев. - Лучшая актриса полнометражного игрового фильма — «Газели», Иран. Сепидех Арман. - Лучший актер в игровом фильме — «Эволюция», Узбекистан. Улмас Оравев, - Лучший режиссер полнометражного игрового фильма: «Гора влюбленных», Татарстан. Салават Юзеев. - Гран-при за лучший полнометражный фильм — «Саха. Легенды вечного снега». Режиссер Алексей Романов. Приз «За диалог культур в исламском мире» от группы «Россия — исламский мир» получили: - «Рай под ногами матерей» — Руслана Акуна из Кыргызстана. - «Раб» — Абделила Эль-Джаухари из Марокко, который посвятил свою победу Палестине. Полнометражный художественный фильм «Немая кукушка» («Телсез күке») получил приз раиса Татарстана за гуманизм в искусстве на фестивале «Алтын минбар — 2024». --- Татаркино № --- | 12.09.2024"
11.09.2024, Культура,В Казани проходит церемония закрытия «Алтын Минбар»,"В Казани стартовала церемония закрытия международного кинофестиваля «Алтын Минбар». В театре имени Галиаскара Камала подведут итоги шестидневного мероприятия, объявят победителей в основных номинациях и обладателей специальных призов, передает «Татар-информ». Директор «Татаркино» Миляуша Айтуганова отметила, что фестиваль является важным показателем развития киноиндустрии разных стран, несмотря на то, что кино не является массовым искусством. Она подчеркнула, что Казань славится своим количеством киноманов. Айтуганова также сообщила, что претензий от гостей фестиваля не поступало, однако был замечен недостаток зрителей на платных показах. Тем не менее, национальная программа пользовалась высоким интересом, с аншлагами на таких фильмах, как «Я приду», «Гора влюбленных» и «Немая кукушка». --- Татаркино № --- | 11.09.2024"
11.09.2024, Общество,В Татарстане проиндексируют социальные выплаты и субсидии,"В Татарстане с 2025 года увеличатся социальные выплаты и субсидии. Такое решение было принято Кабинетом Министров РТ. Ветераны труда, труженики тыла, пострадавшие от политических репрессий, а также дети-сироты и дети из многодетных семей получат повышенные выплаты в следующие три года. Постановление подписал премьер-министр республики Алексей Песошин. Ежемесячные выплаты ветеранам труда и лицам, удостоенным государственных наград РТ, вырастут до 630 рублей в 2025 году, до 656 рублей в 2026 году и до 683 рублей в 2027 году. Текущий размер выплат составляет 605 рублей. Субсидии на лекарства для детей до шести лет из многодетных семей увеличатся с 164 рублей до 171 рубля в 2025 году, до 178 рублей в 2026 году и до 186 рублей в 2027 году. Для тружеников тыла выплаты увеличатся до 939 рублей в 2025 году, до 977 рублей в 2026 году и до 1017 рублей в 2027 году, в то время как сейчас они получают 902 рубля. Выплаты для пострадавших от политических репрессий составят 788 рублей в 2025 году, 820 рублей в 2026 году и 853 рубля в 2027 году, по сравнению с текущими 757 рублями. Для детей-сирот и детей без попечения родителей, переданных под опеку или в приемные семьи, выплаты также увеличатся. Для дошкольников сумма выплат вырастет с 10 740 рублей до 11 170 рублей в 2025 году, до 11 617 рублей в 2026 году и до 12 082 рублей в 2027 году. Школьники получат 12 880 рублей в 2025 году, 13 396 рублей в 2026 году и 13 932 рубля в 2027 году. Также будут повышены субсидии на проезд для детей-сирот и других категорий граждан, а также ежемесячные выплаты на проезд пенсионерам, достигнувшие 630 рублей в 2025 году, 656 рублей в 2026 году и 683 рубля в 2027 году. Источник --- Татпресса.ру № --- | 11.09.2024"
11.09.2024, Происшествия,В Казани суд арестовал подозреваемого в убийстве замначальника Танкового училища,"Советский суд Казани избрал меру пресечения 33-летнему водителю такси Даниилу Алмазову. Его обвиняют в убийстве бывшего заместителя начальника Казанского высшего танкового училища Валерия Хахина. Суд избрал Алмазову меру пресечения в виде содержания под стражей, в СИЗО он пробудет полтора месяца. Перед началом заседания адвокат Даниила Алмазова заявил, что против участия журналистов, поскольку его подсудимый начинает заикаться при волнении. Это оказалось правдой. «Вину полностью признает и готов искупить ее, подписав контракт с Министерством обороны РФ», – дополнил адвокат. По версии следствия, в минувшее воскресенье, 8 сентября, из-за ранее возникшего конфликта Даниил Алмазов под видом курьера проник в дом Валерия Хахина и несколько раз ударил его ножом. От полученных травм Хахин скончался на месте. Украв из дома погибшего вещи, преступник скрылся с места преступления. Адвокат рассказал, что Валерий Хахин якобы оскорбил кого-то из близких Даниила Алмазова. Из-за этого и произошел конфликт. Подробности раскрывать он отказался, сославшись на тайну следствия. «На теле было обнаружено множество колото-резаных ран. После задержания Алмазов признал вину полностью и сотрудничал со следствием. Так как он обвиняется в особо тяжком преступлении, Алмазов может скрыться или начать угрожать свидетелям. Прошу назначить содержание под стражей», – сказала следователь. Даниил Алмазов в ответ на это сообщил суду, что у него есть семья и бежать он никуда не собирается. «Прошу не удовлетворять ходатайство о заключении меня под стражу. У меня есть старший брат и родители», – сказал Алмазов. В результате суд отправил Даниила Алмазова в СИЗО на полтора месяца. Дмитрий ШАТРОВ Татар-информ № --- | 11.09.2024"
11.09.2024, Происшествия,В Башкирии нашли тело 7-летнего мальчика,"По данным МЧС по РБ, тело 7-летнего ребёнка было найдено в 200 метрах ниже по течению от места, где автомобиль ушел под воду. Напомним, 8 сентября в Бирске прицеп с лодкой утащил за собой в воду автомобиль «УАЗ». Внутри были двое взрослых и трое детей. Выбраться не смог только 7-летний ребенок. По данному происшествию следователи возбудили уголовное дело по статье «причинение смерти по неосторожности». Как сообщил « Башинформу » собственный источник, предварительно, мужчина вместе с дочерью и сыном, а также племянником и своим другом решили покататься на лодке. После катания они стали грузить плавсредство на прицеп, в итоге лодка утянула машину в воду. Всем удалось спастись, кроме сына водителя. --- Татпресса.ру № --- | 11.09.2024"
11.09.2024, Культура,Театр Тинчурина официально откроет 91-й сезон 15 сентября,"Татарский государственный театр драмы и комедии им. К.Тинчурина официально откроет сезон 15 сентября, в день рождения одного из основателей татарского театра, знаменитого драматурга, актера, режиссера Карима Тинчурина. В честь этого события театр готовит различные мероприятия. В 10.00 на Архангельском кладбище (ул. Даурская, 1а) почтят память К.Тинчурина, состоится возложение цветов к месту его захоронения. В мероприятии примут участие представители Министерства культуры РТ, театральная общественность, представители литературного и художественного сообществ. В 11.30 в парке К.Тинчурина состоится возложение цветов к бюсту драматурга. В 16.15 зрителей встретит оркестр театра под руководством Ильяса Камала. В 17.00 новый сезон театра откроет спектакль «Җилкәнсезләр» («Без ветрил») по пьесе Карима Тинчурина (режиссер – Туфан Имамутдинов). --- Театр Тинчурина № --- | 11.09.2024"
11.09.2024, Происшествия,Гоняли без прав: озвучены подробности ДТП с подростками на мотоцикле,"Госавтоинспекция Набережных Челнов сообщила подробности вчерашнего ДТП с подростками, которые ехали на мотоцикле. Авария, напомним, случилась на пересечении проспекта Раиса Беляева и улицы Раскольникова. По предварительным данным ведомства, 18-летний водитель мотоцикла GR8 Enduro, двигаясь в сторону проспекта Дружбы народов, проехал на красный сигнал светофора и столкнулся с автомобилем Haval Golion, который ехал в сторону набережной Табеева. Последним управлял 28-летний мужчина. В результате ДТП водителя мотоцикла и 18-летнюю пассажирку увезли в реанимацию. Оба были в мотозащите. Также известно, что у водителя не было прав, мотоцикл не зарегистрирован. Как сообщили в горздраве, оба прооперированы, состояние стабильное. Руслан АСАНОВ Челнинские известия № --- | 11.09.2024"
